PeakAcceleration,Feat1,Feat2,Feat3,Feat4,Feat5
3.491,-1.461727665,-0.154249864,-1.09202763,0.876381903,0.453825107
0.208,2.460319557,0.272077446,0.638320996,-0.294218275,0.109318286
0.741,2.476076242,0.445794364,0.499540005,-0.293729097,0.315321972
0.342,0.391515802,-0.135358223,-0.204806836,-0.527974686,0.202013514
0.15,2.21958741,0.441281123,0.511161621,-0.149319839,-0.046727239
0.072,-0.161830071,-1.299812342,-0.255654196,1.249887902,-0.268596083
0.068,0.849566314,-0.515772226,-0.134871827,-1.562825145,0.458964747
0.07,-1.061704296,0.020175134,-1.242598333,1.49563398,-0.571406423
4.387,-0.135296759,-0.277920813,-0.180486843,-0.174286899,0.963362395
0.01,0.340218796,-1.70046714,0.420421083,0.060093742,0.035948241
0.033,-0.235545896,-1.152880177,-0.014915593,-0.54250189,0.299017586
0.03,0.770326606,-1.03786395,0.444833889,1.135283487,-0.213046938
0.131,0.740847025,-0.556384814,-0.110303269,-1.609974955,0.524676637
0.064,1.217748251,-0.563856205,-0.216792435,-1.486869221,0.512080129
0.083,-1.494517658,-0.408927011,-1.161771661,1.320065101,-0.509824078
0.038,-0.207195293,-0.762330545,-0.175154371,-0.471315752,0.067671342
1.113,-2.010531059,1.41640279,-1.127286575,0.36648618,-0.276753435
0.063,0.489291886,-1.543916538,0.397703113,0.234995037,0.047685343
1.567,1.211871976,-0.386914878,0.358878532,0.660979637,0.234949602
0.154,-1.264428514,-0.196149243,-1.242596053,1.429436333,-0.580210604
1.987,-3.536176338,2.29678032,4.093588913,-0.65778273,-0.426842435
0.244,-2.079483171,1.561008824,-1.226911096,0.399691283,-0.664034141
0.051,1.002341181,-0.431622838,0.25909685,0.207144512,-0.232973448
0.021,0.660013125,-0.859677053,0.246745156,-1.062456468,0.257524127
0.169,0.554326388,-1.278736817,0.37516185,0.265249875,0.076984623
0.045,0.481375789,-1.51640981,0.374411833,0.311733609,-0.042569136
0.02,0.850883765,-0.540607922,0.086397288,1.806139802,-0.525063216
0.615,-2.199717154,1.408250739,-1.126056178,-0.72128653,-0.105293563
0.964,-0.735979182,0.815219092,-1.046452473,1.579953821,-0.375125823
0.074,3.83672312,1.295803887,1.074712406,-0.059619843,-0.141921104
5.19,-2.595630027,1.328176129,-0.993166839,-0.777679543,1.076987674
0.327,-1.855970081,0.491200415,-1.174943121,0.632059472,-0.524017301
0.133,0.697144635,-1.126528395,0.45294251,-0.169195775,0.179912825
0.054,2.270098652,2.306737508,-1.139526449,3.289953429,-1.161430391
0.527,1.990858214,0.73304928,0.246461949,0.07722394,0.090470465
0.118,0.48825482,-0.695007756,0.008335738,-1.706690498,0.517967785
0.095,2.116758895,1.011646472,0.171043661,-0.057010696,-0.200078534
0.301,0.699909154,-1.220728205,0.38290353,0.296094879,0.078319245
1.111,-1.912302275,2.59736533,-1.27203796,-0.968140696,-0.27394603
0.148,-0.615747842,-1.000405409,-0.180154617,-0.863900488,0.181405595
0.729,-1.960843673,2.348982079,-1.321010722,-0.878257535,-0.527688802
0.174,2.495883748,0.241936442,0.625511167,-0.352338317,0.098227983
0.189,-2.044137919,0.171854421,-1.159397774,0.756688713,-0.571522334
0.42,-0.955980278,0.637792572,-0.64278653,-0.426586102,-0.026446887
0.192,4.26084709,1.976184803,1.278836269,0.319203516,-0.174127576
0.028,0.456374198,-1.42001214,0.115052231,1.282397157,-0.430568137
1.598,-1.374955363,0.388040363,-1.075325968,-0.839365945,0.36295345
0.033,0.004395983,-0.55953422,-0.216992576,-0.099214695,-0.173722422
0.539,1.403430441,-0.177443082,-0.020386679,1.875161268,-0.377700011
0.04,0.526252754,-1.464644828,0.4510241,0.03417752,0.08374385
1.892,-3.37032443,2.141436396,4.092420408,-0.279745916,-0.515063767
0.149,-3.690628694,1.712272268,4.041783127,-0.896098123,-0.824173234
0.095,0.597182356,-1.205986646,0.336563839,0.312471523,-0.070100813
0.12,0.491345277,-1.532814293,0.407973409,0.227866129,0.062274332
0.017,-0.008439131,-2.234593707,0.484863476,-0.438316249,0.348575176
0.58,0.172328855,-1.949784134,0.410561551,-0.047044632,0.319212501
0.792,-3.565132034,1.957086304,4.050600731,-0.390590654,-0.820095684
0.035,0.221173912,-1.173983313,0.280922015,-1.456627198,0.293301611
0.101,0.097413018,-0.24384663,-0.256587268,-0.618181335,0.087880652
0.057,-0.983292554,1.37982398,-1.218449289,-1.382467444,-0.004049319
0.208,-1.809497716,0.835909771,-1.231675146,-0.883799241,-0.110193873
0.085,-1.2114728,0.011064764,-1.306343985,1.480624208,-0.785449661
0.062,-1.114869042,0.235179761,-1.111386701,0.415414191,-0.38029121
1.144,-3.547602908,1.873090057,4.074397366,-0.377483926,-0.724344109
0.143,0.593824534,-1.360388846,0.382311592,0.268704579,0.018697043
0.948,-2.080647768,1.848075663,-1.125745112,-0.976278851,-0.037265016
0.35,-0.570221518,-0.141339342,-1.091319326,1.47361226,-0.503713082
0.005,0.093888974,-2.09686976,0.237330546,1.018242225,-0.139339797
0.054,-0.175418727,-1.091592993,-0.295874413,0.992398091,-0.395388105
0.117,-1.044717779,0.208571506,-1.305169811,1.548047695,-0.756284203
0.025,0.73924611,-1.39424631,0.478803626,-0.902281117,0.481150606
0.229,0.592440422,-1.355445844,0.384274199,0.270596735,0.039966611
0.083,0.654386818,-1.208580171,0.499625016,0.559636441,-0.153646047
0.061,-0.213873048,-1.261339143,-0.326144622,1.331005933,-0.430124198
0.059,-0.190589681,-1.20281694,-0.293307743,1.200614488,-0.390765173
0.065,-0.986372821,0.473627722,-1.119749998,-0.292591691,-0.199960822
0.102,0.875288703,-0.893245044,0.308398768,0.452846308,-0.163557298
0.033,0.444331418,-0.733919456,0.283038415,-1.75954431,0.482508178
0.088,0.353290897,-1.643800245,0.389404953,0.154302871,-0.025976592
0.012,0.644774926,-1.242128783,0.398385282,0.260649313,0.056783432
0.19,-0.029456542,-0.478224339,-0.195506822,-0.698045581,0.228266953
0.076,0.566293985,-1.193082095,0.320269643,0.394947714,-0.103766545
0.659,-1.741296123,1.754512535,-1.429780374,2.010454916,-1.066042318
0.02,0.165432967,-1.330223207,0.319517987,-1.568578635,0.42625068
0.012,0.774674806,-1.143515556,0.414616863,0.29482327,0.011442899
13.16,-2.069677933,2.042217907,-0.996805714,1.874878427,2.384946172
0.731,-2.027100202,1.775648355,-1.139908164,-0.8596684,-0.057069331
0.15,-0.240775236,-0.962312635,-0.256527125,0.87629064,-0.240963842
0.061,0.927437588,-0.00434712,0.854813419,0.172643579,-0.40049051
0.869,2.750153661,4.281086456,0.037849846,0.585991118,-0.499087735
0.044,0.51420739,-1.463798725,0.384157734,0.253782149,-0.022910418
0.013,0.260743074,-1.037367159,0.388970929,-2.010265191,0.687557184
0.15,0.499683799,-1.326330749,0.378736209,0.195309952,0.07526881
0.711,-3.425495726,1.984304834,4.070485426,-0.359134473,-0.813594904
0.199,-1.884776517,0.494431132,-1.261208299,1.109733748,-0.74606385
4.782,-2.351224484,0.867279119,-1.059874466,1.316261199,0.548752266
0.033,-1.47084412,-0.506626404,-1.224881488,1.326115555,-0.569364182
0.012,1.712386342,0.106500245,0.448829269,0.209206046,-0.081677876
0.48,-3.735827958,1.889121712,4.035435609,-0.406229092,-0.886925946
0.231,-0.286247833,-0.870080096,-0.139515097,-0.690383887,0.237407905
0.155,0.59372565,-1.427697912,0.388528821,0.329515752,0.074663713
0.189,0.325454731,-0.924422598,0.038853309,-1.786558829,0.582705291
0.18,1.81331623,2.828229411,-1.463916328,-0.234276783,-0.303631607
1.932,-2.348196282,1.298804395,-1.113825188,-0.307830481,0.045154099
0.218,-1.745787516,0.941795407,-1.210837581,-0.656702632,-0.201535612
0.036,0.233692875,-1.962709221,0.554940535,-0.466810977,0.385480626
3.212,-1.354841796,2.67032956,-1.315030655,1.102601364,-0.267883477
0.433,5.152400161,5.761652273,-1.723557655,-0.094556277,-0.949216491
0.014,0.590766299,-1.388950826,0.623751213,0.218292454,-0.002685543
0.023,0.828552153,-0.9278634,0.51007128,0.434208365,-0.24936647
0.187,-0.04043848,-0.964835366,-0.264494519,1.192754741,-0.323391013
0.061,0.245712942,-1.034165439,-0.018375626,-1.778119848,0.459725628
0.74,0.074535934,0.70522195,-1.355642946,-0.992410602,0.411373134
0.897,-0.648403625,-0.240751999,-1.220640443,-1.062498691,0.4521486
0.069,0.582688363,-1.346000538,0.343704668,0.344607887,-0.082789362
0.095,0.548121183,-1.259762179,0.350832992,0.28703535,-0.079262886
0.09,-0.24720604,-1.504839007,-0.250303135,1.299576758,-0.177343644
1.187,0.771300481,-0.423531706,0.115549991,1.889679139,-0.267397122
0.092,-0.345671761,-1.413582166,-0.208252886,0.815052448,-0.192075131
0.092,0.446200731,-1.626509084,0.434772565,0.141568695,0.129317982
0.008,0.93086061,-0.888205666,0.059146997,1.584395451,-0.361614632
1.624,3.125481199,1.670329179,0.420971405,0.371866732,0.106169398
0.136,2.312435825,0.982474879,0.27145861,-0.184924852,-0.07267652
0.073,0.396853251,-1.531019965,0.396182665,0.167796066,0.03809898
0.062,-0.676662148,-0.907963845,-0.131175098,-1.648816216,0.473654006
0.09,0.056774231,-1.218628069,0.126542465,-1.919698211,0.601112983
6.943,-3.273151195,2.594224842,4.175598483,0.125551064,0.70843071
0.078,2.177506909,0.845359033,0.30759805,-0.170403734,-0.106758811
0.407,-1.13277636,1.695582075,-1.291368993,0.163552381,-0.56389954
0.279,2.251393956,1.238552724,0.251044663,0.094027488,-0.152138467
0.007,0.318185008,-1.632556353,0.298926315,0.957895189,-0.197973206
0.082,-1.555003875,1.17818036,-1.357622316,-0.838083837,-0.242335689
0.052,1.537349521,0.049062731,-0.282147191,-1.236858179,0.283894262
0.099,0.847045231,-0.375049191,-0.337051478,-1.55287252,0.438038037
1.321,-1.458610355,-0.235480723,-1.192389183,0.863009749,-0.228456892
2.083,3.803150506,5.566386782,-0.061158521,0.992232587,-0.544970678
0.443,0.320981639,1.909207612,-2.468514378,-1.184195517,-0.063401338
0.096,0.772366668,-1.104171526,0.439982916,-0.180719188,0.128429214
0.581,-1.655300498,0.515773506,-1.175873753,1.227077494,-0.430770926
0.01,0.157247619,-2.080227671,0.395686578,0.787107031,-0.06073285
0.392,-0.058935236,0.524153631,-1.364213629,-1.062015531,0.309103918
0.41,0.211947422,2.920461304,-2.1795836,-0.488421549,-0.519823821
0.016,0.557601522,-1.311201317,0.642721283,0.594553698,-0.165750653
0.223,1.208889188,-0.445994762,0.485482986,0.742227278,-0.170168178
0.014,-0.811190732,0.910356324,-1.263698844,1.784167928,-1.003432228
0.096,-1.540581156,-0.502971109,-0.960637103,-0.056568521,0.030301257
0.095,0.635097093,-1.191142073,0.425413439,0.766604777,-0.258052449
0.621,-2.786005328,0.984690928,-1.070937038,-1.223281461,0.023847562
0.101,-1.153620084,0.2960765,-1.108291247,-0.685108712,0.010267836
0.078,0.835776053,-0.827709014,0.300185375,0.434120649,-0.180155143
0.386,-2.615770022,0.567816057,-1.188555479,0.819826404,-0.592250573
0.047,-0.449616491,-1.458974908,-0.239626959,0.795528025,-0.286628489
0.009,0.64329847,-1.165083462,0.350594148,0.877219942,-0.36048005
0.446,0.443355127,0.034629229,-0.21376283,-0.126357856,0.040024263
0.159,0.359069533,-0.906212147,0.0515415,-1.783261637,0.583674307
0.013,0.110503514,-1.265883661,0.360982858,-1.967047033,0.641457149
2.615,-0.483589067,2.00899144,-1.317087346,-0.166938871,0.239673838
0.257,-0.549382176,1.851296815,0.633134656,1.114296374,-0.964297563
0.016,0.406933782,-1.620656136,0.449841238,0.103839794,0.033762653
0.074,-0.078895923,-0.748007054,-0.243851344,0.438496924,-0.299241339
0.024,0.257115756,-1.625599103,0.380159038,0.122064593,0.002691675
0.472,-0.146346846,-0.841236258,-0.201134787,0.294410221,-0.04507523
0.065,-0.262354002,-0.934109879,-0.138499324,-0.552370578,0.151610202
0.054,2.142931329,2.339030464,-0.931852138,3.357180549,-1.199689856
0.107,-0.623045119,-1.925439675,-0.115252363,0.729489927,0.018583185
0.223,6.424867964,3.126443779,2.498864417,0.375184806,-0.382494665
0.031,-0.979648112,0.2937917,-1.438711915,1.786595708,-0.783130362
0.098,-1.167788421,-0.029083524,-0.889992108,-0.077102267,-0.068344787
0.075,0.330967537,-0.166606161,-0.226275572,-0.292387997,-0.061504957
0.039,-0.061474693,-0.560236923,-0.222153999,-0.424672911,-0.030786915
0.035,0.352334585,-1.705205032,0.39390465,0.16462994,0.026764114
0.024,0.408331454,-1.432085479,0.33706228,0.307538802,-0.066921554
0.309,0.037035166,-0.520457535,-0.278310522,0.405029541,-0.261196246
0.023,0.993784734,-0.92114145,0.560498585,0.115248804,0.129103647
0.064,0.404529069,-1.350242656,0.319281247,-1.216144862,0.381091373
0.074,-0.413020253,-1.335474373,-0.030113604,-0.248667677,0.146944399
0.223,-0.094837792,2.072497059,-0.633263389,0.332736528,-0.588535482
0.038,0.47870623,-1.519933574,0.360081867,0.278536369,-0.032917965
0.332,-3.654214369,1.644909147,4.082479005,-0.520986109,-0.861553579
0.069,-0.431961159,-1.524251724,-0.12206144,0.655164198,-0.058084645
1.447,0.621837735,-1.025030539,0.274536586,0.135092411,0.224513995
2.046,-2.298901364,1.423804297,-1.198535602,-0.353685937,-0.047287499
0.478,-0.162458445,-0.576186077,-0.257874108,0.30395054,-0.120744503
0.047,0.579185018,-0.790384078,0.179445027,-1.000058608,0.103774828
0.097,2.742925353,0.83163946,-0.574416903,-1.039605384,0.26928931
0.151,0.108895038,-0.583302725,-0.149798867,-0.662234609,0.246732071
0.327,0.309827193,-1.245613883,0.069255973,1.54945477,-0.433523153
0.045,0.304599965,-0.918713726,0.136748711,-1.828441963,0.565839801
1.16,2.960183683,2.313201798,0.04726642,0.442977617,-0.167703444
1.082,-1.744475219,1.899748602,-1.506580515,2.120592129,-1.171518618
0.646,2.695405449,0.822087094,0.454524468,-0.13246667,0.186533992
1.755,-1.039026606,0.067447747,-0.720340736,-0.056577051,0.372352658
0.553,2.639564589,0.979628808,0.566583902,0.242801026,-0.121942926
0.008,0.172289339,-1.08924347,0.355765415,-1.757911635,0.368202283
0.032,0.647282918,-1.096525585,0.520685404,0.667853719,-0.339842375
0.21,0.639848686,-1.281580451,0.417418079,0.188606548,0.056682842
0.1,-0.210087454,-1.100268814,-0.281163758,0.937463527,-0.379330997
0.164,-3.287921905,2.013108984,4.035597378,-0.498952177,-0.850209295
1.17,-2.648220917,0.749891703,-1.021881451,-0.758803183,0.139943944
0.84,2.393296462,0.586853064,0.661966429,0.112708475,0.12036825
0.079,0.809396719,-1.097715643,0.072897075,1.521287622,-0.23534507
0.249,2.850319921,3.387290346,-1.877507975,-0.835399973,-0.369768503
0.017,-1.546021395,-0.459103281,-1.080868492,1.136219094,-0.491014267
0.36,0.132404294,-0.743408064,2.324682578,1.72856031,-0.612534284
0.02,1.156909567,-0.142523437,0.31856999,-1.040692862,0.343327154
0.28,0.253240482,-0.172077338,-0.273366946,-0.54716813,0.045450624
0.123,0.309589673,-0.242204107,-0.21376248,-0.582895966,0.141647136
0.496,-0.845674445,-1.38196766,-0.104238751,-1.02869989,0.394708983
0.032,0.473530736,-0.97423065,0.235104381,-1.30676294,0.344961298
0.017,2.235882468,-0.87865574,-1.036332533,-2.019278992,0.701100552
0.128,0.390349535,-1.54262808,0.384492812,0.197542802,0.046705707
2.034,-2.509655324,1.070396133,-1.087269858,-0.384370878,0.11712497
0.178,0.909117763,-0.880428967,0.394472183,0.005373187,0.087424999
0.322,-2.44150405,1.121187256,-1.118908202,-0.81259539,-0.20614503
0.151,0.584348826,-1.4034287,0.430033132,0.181772093,0.097767146
0.01,0.527138811,-1.363248697,0.313165562,1.144071867,-0.32754846
19.048,-2.618412279,2.277893343,-0.743059117,0.160334327,4.420038195
0.155,0.321461639,-0.89141942,0.002035447,-1.756431409,0.501806859
0.012,0.461837739,-1.555256267,0.447763142,-0.688234069,0.276745268
0.27,-0.738717214,-0.470241128,-1.042234871,1.242142296,-0.438223432
0.037,0.570748754,-1.389120245,0.383435416,0.221807199,-0.003143002
0.03,0.58420819,-1.135799513,0.284206348,0.363903506,-0.230197615
0.243,0.601625682,-1.238189581,0.366665218,0.311569284,0.032467491
0.031,0.406543089,-1.304046281,0.317741738,-0.769742691,0.154060434
0.172,0.571825669,-0.598360946,-0.03980088,-1.632354555,0.462503035
0.007,0.676010062,-1.370337503,0.142983349,1.349693508,-0.338903315
0.065,0.453773081,-1.537964914,0.368263067,0.232191721,-0.021986534
0.268,-1.761539923,0.997696558,-1.276103581,-0.788661607,-0.228527074
2.083,4.947577447,3.103950867,1.084720613,0.765497327,0.052503058
0.825,0.118500888,-0.691084524,2.303188421,1.786471742,-0.573179746
0.276,-3.776465954,1.877602133,4.005066497,-0.398214958,-1.011265275
0.199,2.667394321,0.748874607,0.543723015,-0.083944335,0.036768711
0.081,0.064675202,-0.915553516,2.225413282,1.610998522,-0.650826477
0.092,0.663537674,-1.13046028,0.418960467,-0.026172746,0.070257916
0.251,-0.099769734,1.814850419,-0.658009754,0.017362053,-0.254950486
2.28,1.235487835,0.626775676,0.134607811,0.210515138,0.644291996
0.259,1.166280837,-0.759954272,0.170137929,1.516290335,-0.203697204
0.099,0.633498869,0.099072212,-0.235469629,-0.33774056,-0.026655738
0.475,0.171849798,-1.953573218,0.405298613,-0.069019169,0.298844675
0.174,0.52768598,-1.214044058,-0.030140709,1.588736594,-0.429935639
0.022,2.656102899,-0.436785271,-1.09866226,-1.858910773,0.518774219
0.115,-0.165433677,-1.165706479,-0.292092975,1.220700798,-0.376097586
0.265,0.792262599,-1.109537334,0.409448018,0.336325042,0.073254728
0.268,0.816083765,-0.955084357,0.309482577,0.460106685,-0.136045477
0.051,0.960705751,-0.775767384,0.199751049,-1.134738935,0.374071283
0.374,-0.805576573,1.166796848,-1.313945393,-0.340347493,-0.407092739
0.317,-3.283100811,2.7086445,3.89700525,-0.470669371,-1.059699711
0.098,0.486681174,-0.844651887,-0.253937866,-1.744499832,0.595850652
1.655,0.259795792,-0.455069176,2.319953816,1.906208024,-0.355822649
0.222,4.576032253,4.77631412,-1.404408857,-0.499560494,-0.436436289
5.247,-3.247060404,2.525357548,4.151782536,-0.015263907,0.313656343
0.091,2.071581169,0.946384674,0.292389008,-0.046117401,-0.082540053
0.175,0.824216681,-0.842258779,0.277205345,0.450402417,-0.155114611
0.02,0.328726117,-2.036050968,0.265247868,0.989676012,-0.178307569
0.075,-0.273862386,-1.19085809,-0.046040711,-0.928831971,0.466578358
0.243,-0.550106284,-1.735513587,-0.161681791,0.61996953,-0.022159654
0.043,-0.352511711,-1.168752022,-0.210357683,0.413456851,-0.236624445
0.358,-0.262457629,-0.478524875,-0.257239203,-0.547567579,0.042656494
1.579,-1.942905502,1.505760432,-1.195276989,1.539797653,-0.44633853
0.165,-1.549665152,1.452939217,-1.20908328,-1.020178816,-0.12087191
4.686,-3.309498591,2.521252408,4.122491898,-0.008467026,0.147427935
0.01,0.116302229,-2.056643227,0.518305071,-0.733767718,0.425592848
0.799,0.697566423,-1.375390381,0.220533364,1.31670445,-0.046868653
0.035,0.475646694,-1.544012406,0.426677007,0.158727143,0.048352637
0.092,-0.957987534,0.685851346,-1.198947607,-0.347670452,-0.27774402
0.142,-0.548537438,-1.81491295,-0.161038703,0.941744117,-0.074096587
0.253,-0.961902991,0.192777332,-1.276524192,1.599521907,-0.591261929
0.16,0.414794227,-1.607750494,0.417888155,0.133985086,0.075489207
0.023,0.847883466,-0.618955131,1.103634951,1.009433244,-0.520279071
0.426,-1.424361821,-0.439965865,-1.189625877,1.351133778,-0.403384998
0.26,2.349262741,0.188388565,0.676329337,-0.252532542,0.098347327
0.305,1.975240331,0.912536664,-0.475071122,-1.122189672,0.424614289
0.046,0.361769526,-1.683883586,0.419407723,0.148084718,0.029106626
0.55,-0.147626884,-1.062539972,-0.206487177,0.839617655,-0.098424988
1.503,-1.457884453,-0.239283025,-1.154281415,0.759120983,-0.091987754
0.533,-0.705369547,0.823058807,-1.076989617,1.603573541,-0.484331697
0.478,2.640089265,2.420566771,-0.518337808,0.3416314,-0.266860554
0.091,-0.1727736,-0.191786508,-0.200407299,-1.673326973,0.474797111
0.676,-0.945020024,2.147695775,-1.482086635,-0.626623416,-0.057077658
0.009,0.453006958,-1.406399928,-0.056176305,1.478059153,-0.395818523
0.154,-0.864930212,1.303012713,-1.437124477,-0.801681292,-0.050878107
0.287,2.291429478,0.305842287,0.797157226,0.017278159,0.073721232
0.17,0.847571496,-0.685754272,0.271898696,-0.592318773,0.115279805
0.316,-0.102850013,-0.259843283,-0.172546715,-1.389298001,0.366394584
1.287,-3.53429119,2.036866598,4.04676243,-0.420818408,-0.681650419
1.339,-3.469313556,1.958968122,4.112418012,-0.41821918,-0.581150494
0.804,-2.53454311,1.269374179,-1.132220673,-0.735772679,-0.122263286
2.309,-2.533578312,1.041105929,-1.096351735,-0.431610065,0.184177582
0.345,1.99540377,2.607897075,-0.407637621,0.105326993,-0.27696698
0.075,0.90679676,-0.910994411,0.372230694,0.638879833,-0.155714188
0.404,-2.39060059,1.298259239,-1.16609971,-0.76202338,-0.30824467
0.019,0.207510925,-1.832224002,0.526623428,0.451912379,-0.114438209
1.791,5.78755211,5.863916065,2.937448656,-0.847812761,-0.461408787
1.166,0.552643717,-1.03185134,0.244180916,0.163507993,0.127401247
0.159,0.778856095,-0.885393588,0.295585129,0.384732205,-0.158724872
1.02,5.471028873,5.602809641,2.085728969,-0.433708389,-0.734009242
0.101,2.090182838,0.298783666,0.827239203,0.284836461,-0.174207483
0.016,0.674305944,0.156912283,-0.205222178,-1.321537613,-0.011821482
0.074,0.389583255,-1.70026501,0.43013285,0.146195649,0.111247535
0.028,0.037966917,-0.562199197,-0.181023439,-0.236198008,-0.090897493
0.1,0.720527002,-1.155255458,0.438401971,0.512599089,0.024564997
1.287,0.213806611,-1.425719237,0.373919717,-0.600088958,0.531534435
0.714,-2.447141301,0.949593781,-1.116358068,0.317022461,-0.353260067
0.088,1.092436432,-0.701017879,0.602290148,0.411863676,-0.051760559
0.011,2.310681685,-0.451464048,-1.040489778,-1.791533902,0.531613003
0.302,-1.498284241,2.92239613,-1.497485795,-0.208231661,-1.022817073
0.064,0.366450415,-1.006874635,0.312014947,-1.332393067,0.308382686
0.007,-0.010990652,-2.267028126,0.636379102,0.272769135,0.128508245
0.06,-0.577696748,-1.555893569,-0.132375649,0.183555119,-0.036342123
0.278,-0.370888026,-0.884754442,-0.238352018,0.195908303,-0.130229833
0.045,0.147505658,-1.569127052,0.399155483,-1.600980613,0.565575815
0.194,-0.262655187,-1.112543009,-0.079392996,-0.916720237,0.435974632
0.09,0.612961218,-1.083826323,0.221623258,-1.127463032,0.264293372
0.059,0.47640144,-1.584014644,0.615913037,0.473704399,0.072076077
0.897,-2.150687589,1.393214826,-1.176824842,-0.484494171,-0.166284759
0.059,-0.160573573,-0.258769515,-0.28175583,-0.658458053,-0.037718645
0.118,6.474410747,3.047485329,2.329966692,0.234668787,-0.369959374
0.93,2.284705743,1.274380705,0.324156019,0.10700117,0.148476209
0.085,-0.702511876,1.671285274,-1.397408671,1.940027649,-1.203261895
0.235,0.821270566,-0.997077183,0.325789055,0.420560263,-0.067385471
0.386,-0.379907604,-0.62932553,-0.229430183,-0.681444723,0.12320218
0.906,3.139565022,1.201387946,0.592838805,0.031845378,0.149224271
0.366,-1.363057773,1.131398341,-1.428985509,-0.889048542,-0.049225209
0.422,0.331424499,1.515272444,-2.713223542,-1.480211565,0.024358657
1.007,-0.210151855,-0.986569129,-0.126886918,0.207659323,0.225343174
0.248,-0.41228719,0.11436123,-1.259720722,-1.183646439,0.308598035
0.448,0.096354413,-2.101632091,0.457289822,-0.260203991,0.451652037
0.087,1.055718133,-0.939293144,0.575358067,-0.290208734,0.290184247
0.068,0.15822434,1.301132054,-0.605260494,0.068876024,-0.191241258
0.15,-1.530968901,0.92948335,-1.237585647,1.505873755,-0.850423014
0.012,-0.150053005,-1.913895787,0.384288087,-1.665417711,0.609080646
0.015,0.30790656,-1.601916181,0.374008364,0.214633753,-0.074460715
16.449,-3.494325022,3.216844309,4.375864293,0.124029254,3.189804754
0.685,-1.579537033,1.117617372,-1.176083786,-0.80827149,0.113789933
0.157,-1.779575477,0.916102542,-1.328216821,-1.264644912,0.090569031
0.393,-1.715646953,0.668273331,-1.161563762,0.666428562,-0.485749419
0.259,2.16917622,1.370891285,2.66509923,1.977679681,-0.871501535
1.634,3.700967104,2.515707115,0.831986505,0.506152897,0.117328601
0.1,0.930709549,-0.127451654,0.232670835,-1.517285152,0.366398269
3.664,-1.188117622,0.326820954,-1.164216866,1.047955671,0.329470543
0.35,-1.762850049,0.609326101,-1.248963506,1.441449643,-0.706613113
0.62,2.92679154,1.102038756,0.643576498,0.124630361,0.145028287
0.043,-0.759322293,0.777850696,-0.188384466,0.990491105,-0.701890424
0.138,3.00732055,1.680470677,0.817877226,0.247236529,-0.345831172
0.33,-3.58988617,2.037537618,3.937239421,-0.425945561,-1.129187232
0.25,1.073797924,-0.637807918,0.332879082,0.49588446,-0.095403603
0.232,-0.013833315,-0.38539563,-0.243523553,-0.484913661,0.000697862
0.011,0.304887129,-1.796572546,0.220370745,1.109436955,-0.174883137
0.075,0.436327712,-1.600684288,0.402702382,0.195995855,0.046888335
2.615,0.055239776,0.743133746,-1.281511595,-0.222305973,0.581989316
0.087,0.518451875,-1.414837995,0.57440043,0.67417582,-0.089367706
0.064,0.521126424,-1.494925269,0.407313588,0.196280212,0.062776698
0.826,2.494022368,0.692488562,0.654651952,0.118263894,0.134595442
0.268,0.154625547,-0.684376134,2.289596221,1.756421866,-0.699885505
0.407,-0.025769592,0.52861171,-1.25265896,1.529008862,-0.672271698
0.018,0.428923952,-1.360837419,0.309563185,0.24711391,-0.177061707
0.016,0.465440324,-1.226932136,0.31099813,-1.302936514,0.409753768
4.593,-2.324463127,1.52753775,-1.078485718,-0.253987843,0.717304196
0.03,0.33383245,-1.717230791,0.415037764,0.125281291,0.025195876
0.206,-1.80128897,0.917753965,-1.232254157,-0.821065365,-0.17690298
0.069,0.760726803,-0.890493377,0.241849096,0.49969711,-0.271598603
0.029,0.806882769,-0.832562355,-0.088068655,1.70894953,-0.670762182
0.048,0.523825694,-0.56086636,0.026659334,-1.672397587,0.443432005
3.269,-2.199931136,1.90306421,-1.016165367,-1.17553527,0.712477638
0.033,0.350581333,-1.353134698,0.24685714,1.417975614,-0.396117293
0.07,-0.338721879,-1.437820194,-0.173230543,0.754715075,-0.118840546
1.629,0.127010717,-0.627451637,2.309055012,1.849978113,-0.377622403
0.033,-1.452663071,-0.29520212,-0.975227468,1.137519968,-0.415281192
0.045,0.119391762,0.896668957,-0.859095245,-0.441327091,-0.035600634
0.016,0.363328853,-1.317837722,0.310890887,-1.376130263,0.409415834
1.067,-1.058064353,0.624378647,-1.122434687,-0.427110009,0.116291635
0.554,0.704872973,-1.119737499,0.439360574,0.259400297,0.201993956
0.142,0.45727395,-1.583375606,0.389421251,0.250148282,0.059078836
1.026,-0.80734173,0.725726073,-1.097872038,0.331691162,-0.035970597
0.022,1.022146077,-0.877073758,0.533470218,-0.102662255,0.103223591
0.792,-2.055802152,1.242940205,-1.049778002,0.083404392,-0.197056475
0.02,0.313130496,-1.851329531,0.451343385,0.147839768,0.143118178
0.492,-1.653427782,0.825650906,-1.414666482,-0.95845167,-0.055157289
0.035,0.770972194,-0.203415509,0.256386934,-1.670170064,0.353566397
0.168,-3.70682875,1.710035123,4.034421108,-0.397318812,-1.014417724
0.08,1.006521277,-0.565222465,0.176101798,-1.034706114,0.303644184
0.03,0.258071456,-1.700591016,0.387612361,0.118584761,0.008693194
